1168,688
4669,2470
9834,5209
16754,9242
26277,14169
37775,20395
50033,28108
65778,35497
86228,44468
104835,57316
126959,68222
150390,82575
179301,96405
205741,111498
235940,131452
266901,145425
309943,161168
339198,184433
373588,205156
420415,226991
